name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),price_range,price_range_sort
INDULGE by InnerChef,Yes,No,3.5,29,Koramangala 7th Block,Bakery,"Desserts, Bakery",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Aramane Donne Briyani,Yes,No,3.9,339,JP Nagar,Quick Bites,"Biryani, Fast Food",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Litti Twist,Yes,No,4.2,465,BTM,Quick Bites,"North Indian, Bihari",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Nandhi Andhra Style Family Restaurant,Yes,No,3.4,13,Jayanagar,Quick Bites,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Smoothie Hub,Yes,No,3.1,4,BTM,Beverage Shop,"Beverages, Sandwich",100.0,Delivery,Jayanagar,Budget (₹0-300),1
Andhra Kitchen,Yes,No,4.0,187,BTM,Quick Bites,"Andhra, Biryani",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
New Udupi Upahar,Yes,No,3.5,23,Jayanagar,Quick Bites,"South Indian, North Indian",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Pizza Paradise,Yes,No,3.6,60,JP Nagar,Quick Bites,Pizza,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Mahek Pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,Pizza,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Tandoor Merchant,Yes,No,3.4,22,BTM,"Takeaway, Delivery","North Indian, Chinese, Fast Food",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Ramji Chaiwale,Yes,No,3.6,20,Jayanagar,Quick Bites,"Beverages, Fast Food",250.0,Delivery,Jayanagar,Budget (₹0-300),1
Taj Darbar,Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,"Biryani, Mughlai, Chinese",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
The Monalisa Restaurant,Yes,No,3.3,4,Koramangala 5th Block,Quick Bites,Chinese,300.0,Delivery,Jayanagar,Budget (₹0-300),1
Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,"Chinese, Thai",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
1441 Pizzeria,Yes,No,4.1,140,JP Nagar,Casual Dining,"Pizza, Salad",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
New Chickpete Donne Biryani,Yes,No,3.5,68,Basavanagudi,Quick Bites,Biryani,250.0,Delivery,Jayanagar,Budget (₹0-300),1
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650.0,Delivery,Jayanagar,Premium (₹601-1000),3
Refills Eatery And Beverages,Yes,No,3.8,91,BTM,Delivery,"North Indian, South Indian, Chinese",450.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Just Chill,Yes,No,3.4,54,BTM,Beverage Shop,Beverages,250.0,Delivery,Jayanagar,Budget (₹0-300),1
Woody's,Yes,No,2.6,208,JP Nagar,Casual Dining,"Chinese, South Indian, North Indian",650.0,Delivery,Jayanagar,Premium (₹601-1000),3
Momo Jojo,Yes,No,3.4,6,BTM,Quick Bites,"Chinese, Tibetan, Momos",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Cafe D'hide,Yes,Yes,4.2,869,Koramangala 5th Block,Cafe,"Cafe, American, Continental, Italian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Sea Spice by 7 Star,Yes,Yes,4.0,350,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Jayanagar,Luxury (₹1000+),4
Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Andhra Bhojanam,Yes,No,3.2,23,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Maiyas,Yes,No,4.0,1782,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,North Indian,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Meenu Oota Da Maane,Yes,Yes,4.2,294,Koramangala 5th Block,Casual Dining,"Seafood, Mangalorean, Chinese",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
Potato Bae,Yes,No,4.1,56,Koramangala 5th Block,Quick Bites,Fast Food,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100.0,Delivery,Jayanagar,Budget (₹0-300),1
Alankrutha,Yes,No,3.9,257,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
New Mogul Empire,Yes,No,3.3,6,JP Nagar,Quick Bites,"North Indian, Chinese",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Gokul Veg,Yes,No,3.8,469,Basavanagudi,Casual Dining,"North Indian, Chinese, Beverages",750.0,Delivery,Jayanagar,Premium (₹601-1000),3
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100.0,Delivery,Jayanagar,Budget (₹0-300),1
China Bowl,Yes,No,3.9,455,Koramangala 6th Block,Casual Dining,Chinese,1000.0,Delivery,Jayanagar,Premium (₹601-1000),3
Bawarchi Biryani,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,"Biryani, South Indian",350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,"North Indian, Chinese",550.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,150,Koramangala 2nd Block,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,Delivery,Jayanagar,Luxury (₹1000+),4
Mountain Spice,Yes,No,3.9,187,Koramangala 8th Block,Quick Bites,"Chinese, Nepalese, Tibetan, Momos",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
David's Kitchen,Yes,No,3.6,14,BTM,Quick Bites,"North Indian, South Indian, Chinese",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Prems Graama Bhojanam,Yes,No,4.3,326,Jayanagar,Casual Dining,South Indian,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Sai Mango Tree,Yes,No,3.6,45,BTM,Casual Dining,"Biryani, Hyderabadi, Chinese",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Fudge,Yes,No,3.2,12,Jayanagar,Dessert Parlor,"Desserts, Momos",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Nandanam Family Restaurant,Yes,No,3.6,18,BTM,Quick Bites,"Kerala, Chinese, South Indian",350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Taste Of Malabar,Yes,No,3.6,23,BTM,Quick Bites,"South Indian, Kerala, Chinese",350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Mishra's Pedha Big Foods,No,No,3.9,56,Jayanagar,Dessert Parlor,"Desserts, Mithai",200.0,Delivery,Jayanagar,Budget (₹0-300),1
La Casa,No,Yes,3.6,570,Jayanagar,Casual Dining,"Continental, Italian, Chinese, North Indian",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
Chaitanya Cafe,Yes,No,3.9,92,JP Nagar,Quick Bites,"South Indian, North Indian, Fast Food",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Calicut Durbar,Yes,No,3.9,58,Koramangala 7th Block,Quick Bites,"Arabian, North Indian",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Navya Foods,Yes,No,3.4,7,HSR,Quick Bites,"North Indian, Fast Food",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Mayur,Yes,Yes,3.7,21,Hosur Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Szechuan Dragon,Yes,No,4.2,1654,Banashankari,Casual Dining,"Chinese, Thai, Momos",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650.0,Delivery,Jayanagar,Premium (₹601-1000),3
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Iceberg Icecreams,Yes,No,4.0,41,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery,Jayanagar,Budget (₹0-300),1
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,Casual Dining,"North Indian, Chinese, Fast Food, Rolls, Beverages",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
By 2 Coffee,Yes,No,4.3,319,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Jayanagar,Budget (₹0-300),1
Juice 99,Yes,No,3.5,20,BTM,Quick Bites,Beverages,150.0,Delivery,Jayanagar,Budget (₹0-300),1
Fiero! Pizzeria,Yes,No,4.0,62,Koramangala 6th Block,Quick Bites,"Italian, Fast Food, Pizza",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Aramane Donne Biriyani,Yes,No,3.9,191,BTM,Quick Bites,"Biryani, Fast Food",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Little Lucknow,Yes,Yes,4.0,235,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
Java City,Yes,No,2.5,157,Jayanagar,Cafe,"Cafe, American, Pizza",450.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Khan's Biryani,Yes,No,3.0,11,BTM,Quick Bites,"Biryani, North Indian",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Laziz Pizza,Yes,No,3.8,42,Koramangala 7th Block,Quick Bites,"Fast Food, Burger, Pizza",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Quench The Juice Lounge,Yes,No,3.6,18,Jayanagar,Beverage Shop,"Beverages, Juices, Ice Cream",150.0,Delivery,Jayanagar,Budget (₹0-300),1
New South Corner,Yes,No,3.7,20,BTM,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Euki,Yes,Yes,4.1,553,Jayanagar,Casual Dining,"Italian, Mexican",900.0,Delivery,Jayanagar,Premium (₹601-1000),3
Chicken Man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,"Roast Chicken, Burger",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,"North Indian, Mughlai, Chinese, South Indian, Mangalorean",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Mini Punjabi Dhaba,Yes,No,4.2,296,Banashankari,Quick Bites,North Indian,350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Kalpavriksha Upahara,Yes,No,3.9,126,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Daawat Restaurant Bar & Pub,Yes,No,3.5,9,Koramangala 7th Block,"Bar, Casual Dining","Finger Food, North Indian, Seafood, Mangalorean, Chinese",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Bistro Oui,Yes,Yes,4.1,401,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak",1200.0,Delivery,Jayanagar,Luxury (₹1000+),4
Churchill's,Yes,Yes,4.1,1406,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100.0,Delivery,Jayanagar,Luxury (₹1000+),4
The Jade Kitchen,Yes,No,4.0,118,JP Nagar,Casual Dining,"Chinese, Thai",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Anand Donne Biriyani,Yes,No,3.7,46,Jayanagar,Quick Bites,Biryani,200.0,Delivery,Jayanagar,Budget (₹0-300),1
Andhra Ruchulu,Yes,Yes,4.2,1432,JP Nagar,Casual Dining,"Andhra, North Indian",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
Shree Udupi Grand,Yes,No,3.8,14,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
BelgYum,Yes,No,4.0,70,Koramangala 7th Block,Dessert Parlor,Desserts,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Juice Junction,Yes,No,2.8,20,JP Nagar,Beverage Shop,"Juices, Fast Food",150.0,Delivery,Jayanagar,Budget (₹0-300),1
Burger Lounge,Yes,No,3.6,74,Koramangala 5th Block,Quick Bites,"Burger, Fast Food, Beverages",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,"Burger, Fast Food, Desserts, Sandwich",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Mani's Dum Biryani,Yes,No,3.9,778,Koramangala 5th Block,Casual Dining,"Biryani, Kebab",750.0,Delivery,Jayanagar,Premium (₹601-1000),3
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100.0,Delivery,Jayanagar,Budget (₹0-300),1
Rajanna Military Hotel,Yes,No,4.1,167,Jayanagar,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,BTM,Cafe,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Uday Sweets,Yes,No,3.8,33,Koramangala 5th Block,Sweet Shop,"Mithai, Fast Food",250.0,Delivery,Jayanagar,Budget (₹0-300),1
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Hum Biryani,Yes,No,3.4,17,BTM,Delivery,"Biryani, North Indian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
New Punjabi Hotel,Yes,No,3.7,179,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Taj Durbar,No,No,3.8,83,Jayanagar,Quick Bites,"North Indian, BBQ",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
TRIGEREATO,Yes,Yes,4.4,100,Koramangala 8th Block,Cafe,"Cafe, Continental, Beverages",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Shuddh Desi Khana,Yes,No,4.1,600,Bannerghatta Road,Quick Bites,North Indian,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Baisakhi,Yes,No,3.8,528,Basavanagudi,Casual Dining,North Indian,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
7 Plates,Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,"Mughlai, Fast Food",750.0,Delivery,Jayanagar,Premium (₹601-1000),3
Eatery Have U Been,Yes,No,3.4,35,BTM,"Cafe, Quick Bites","Cafe, Chinese, Fast Food, Burger, North Indian",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Haagen Dazs,Yes,No,3.9,77,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
The Blue Wagon - Kitchen,Yes,No,4.6,233,Jayanagar,Cafe,"Cafe, Beverages",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Amritsari Kulcha Land,Yes,No,4.0,260,JP Nagar,Quick Bites,North Indian,300.0,Delivery,Jayanagar,Budget (₹0-300),1
Tasty Jigarthanda,Yes,No,3.4,11,BTM,Beverage Shop,"Beverages, Ice Cream",150.0,Delivery,Jayanagar,Budget (₹0-300),1
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
1947,No,Yes,4.1,2312,Jayanagar,Casual Dining,"North Indian, Chinese",950.0,Delivery,Jayanagar,Premium (₹601-1000),3
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Biriyani Bhatti,Yes,No,3.7,21,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Lot Like Crepes,Yes,No,4.6,1024,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",550.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Chefie,Yes,No,3.5,15,BTM,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0,Delivery,Jayanagar,Budget (₹0-300),1
New Friends,Yes,No,3.8,273,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900.0,Delivery,Jayanagar,Premium (₹601-1000),3
Flavour of Himalaya,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,Asian,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Funky Punjab,Yes,No,3.8,125,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Harry's Bar + Cafe,Yes,Yes,4.2,1368,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican",1400.0,Delivery,Jayanagar,Luxury (₹1000+),4
Funky Punjab,Yes,No,3.8,125,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Gyani Da Punjabi Dhaba,Yes,No,3.9,1189,BTM,Quick Bites,"North Indian, Chinese",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Gowdru Mane Oota,Yes,No,3.7,83,JP Nagar,Quick Bites,"South Indian, Andhra",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Kinpeetos,Yes,No,3.9,64,Koramangala 5th Block,Quick Bites,"Lebanese, Greek",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Bhaijaan Barbeques,Yes,No,3.5,9,South Bangalore,Food Truck,"Mughlai, Arabian, BBQ",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Hotel Parampare,Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Rajastani Rasoi,Yes,No,3.2,5,Basavanagudi,Quick Bites,North Indian,100.0,Delivery,Jayanagar,Budget (₹0-300),1
Hyderabad Biryaani House,Yes,No,4.1,1114,Koramangala 5th Block,Casual Dining,"Biryani, North Indian, Chinese, Hyderabadi",750.0,Delivery,Jayanagar,Premium (₹601-1000),3
Birinz,Yes,No,4.1,295,BTM,Casual Dining,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
Sahana's (Nati Style),Yes,No,3.7,47,Wilson Garden,Quick Bites,North Indian,350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Jayanagar,Budget (₹0-300),1
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese",550.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Arya Hungry?,Yes,No,4.3,278,Koramangala 7th Block,Quick Bites,North Indian,450.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Ice Land,Yes,No,3.6,34,JP Nagar,Dessert Parlor,"Ice Cream, Desserts",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,Ice Cream,300.0,Delivery,Jayanagar,Budget (₹0-300),1
Ice Stone Creamery,Yes,No,3.7,42,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
D View Cafe,Yes,No,4.0,510,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000.0,Delivery,Jayanagar,Premium (₹601-1000),3
The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,Street Food,100.0,Delivery,Jayanagar,Budget (₹0-300),1
Joon Restaurant,Yes,No,3.7,31,BTM,Quick Bites,"Arabian, Chinese, North Indian, Kerala, Juices",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Ross Kitchen,Yes,No,3.6,24,BTM,Delivery,Chinese,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Jayanagar,Premium (₹601-1000),3
UBQ By Barbeque Nation,Yes,No,3.5,9,JP Nagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Veruthe Oru Thattukada,Yes,No,3.7,27,BTM,Quick Bites,"Kerala, South Indian",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Nandhini Deluxe,No,No,3.5,335,Jayanagar,Casual Dining,North Indian,600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Rajdhani Thali Restaurant,Yes,Yes,3.9,887,JP Nagar,Casual Dining,North Indian,900.0,Delivery,Jayanagar,Premium (₹601-1000),3
Kadala Tarangaa,Yes,No,3.6,130,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Tasty Magic,Yes,No,2.7,73,BTM,Casual Dining,"Chinese, North Indian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Basmati Delights,Yes,No,4.0,869,BTM,Delivery,"Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Cucumber Town,Yes,No,4.2,310,BTM,Delivery,"Kerala, North Indian",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Karavali Kolimane,Yes,No,3.7,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",350.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Once In Nature,Yes,No,3.7,37,JP Nagar,Quick Bites,Healthy Food,300.0,Delivery,Jayanagar,Budget (₹0-300),1
Durga Sagar,Yes,No,3.4,8,Shanti Nagar,Quick Bites,South Indian,150.0,Delivery,Jayanagar,Budget (₹0-300),1
Tree Top,Yes,No,3.8,75,Wilson Garden,Casual Dining,"Continental, Chinese, North Indian, South Indian",1000.0,Delivery,Jayanagar,Premium (₹601-1000),3
Jayanagara Donne Biryani,Yes,No,3.6,60,Jayanagar,Quick Bites,"Biryani, South Indian",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Gramin,Yes,No,4.3,3451,Koramangala 7th Block,Casual Dining,North Indian,600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300.0,Delivery,Jayanagar,Budget (₹0-300),1
A Hole Lotta Love Cafe,Yes,No,4.4,2862,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,677,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani",1500.0,Delivery,Jayanagar,Luxury (₹1000+),4
Mangalore Pearl,Yes,No,3.8,244,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650.0,Delivery,Jayanagar,Premium (₹601-1000),3
Karma Kaapi,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Beverages, Tea",250.0,Delivery,Jayanagar,Budget (₹0-300),1
Arabian Bites,Yes,No,3.4,24,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,Jayanagar,Budget (₹0-300),1
Casa Piccosa,Yes,Yes,4.1,847,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",1100.0,Delivery,Jayanagar,Luxury (₹1000+),4
The Krishna Grand,Yes,No,3.9,892,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Delivery,Jayanagar,Premium (₹601-1000),3
Trendz Corner,No,No,3.6,31,Jayanagar,Quick Bites,"South Indian, North Indian",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Min Mini Punjabi Dhaba,Yes,No,3.9,85,Koramangala 7th Block,Quick Bites,North Indian,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Bake and Juice,Yes,No,3.5,15,BTM,Quick Bites,Fast Food,400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Frolic,Yes,No,3.9,33,Koramangala 7th Block,Dessert Parlor,"Juices, Ice Cream",200.0,Delivery,Jayanagar,Budget (₹0-300),1
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Krazzy Folds,Yes,Yes,4.3,1908,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800.0,Delivery,Jayanagar,Premium (₹601-1000),3
Knight Ryders,Yes,No,3.4,239,BTM,Delivery,"North Indian, Chinese",400.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Gud Dhani,Yes,No,4.0,827,BTM,Casual Dining,Rajasthani,500.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Sambram Biriyani Paradise,Yes,No,3.6,96,JP Nagar,Casual Dining,"Biryani, North Indian, Chinese",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
New Gongura's,Yes,No,3.7,44,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550.0,Delivery,Jayanagar,Mid Range (₹301-600),2
Nagarjuna Chimney,No,No,4.0,923,Jayanagar,Casual Dining,"Andhra, Biryani",600.0,Delivery,Jayanagar,Mid Range (₹301-600),2
