cuisines,rate,votes,location,online_order,book_table
Desserts,4.0,197,Banashankari,Yes,No
Italian,4.3,1129,Jayanagar,Yes,Yes
Salad,4.3,1129,Jayanagar,Yes,Yes
Mithai,3.5,11,Basavanagudi,Yes,No
South Indian,3.5,11,Basavanagudi,Yes,No
Street Food,3.5,11,Basavanagudi,Yes,No
Fast Food,3.5,11,Basavanagudi,Yes,No
North Indian,3.8,61,Banashankari,Yes,No
Chinese,3.8,61,Banashankari,Yes,No
South Indian,4.0,89,Jayanagar,Yes,No
Beverages,4.0,89,Jayanagar,Yes,No
Ice Cream,3.8,21,Basavanagudi,Yes,No
Desserts,3.8,21,Basavanagudi,Yes,No
Pizza,2.8,45,Banashankari,Yes,No
Italian,2.8,45,Banashankari,Yes,No
Salad,2.8,45,Banashankari,Yes,No
Seafood,3.5,90,Jayanagar,Yes,No
Biryani,3.5,90,Jayanagar,Yes,No
South Indian,3.5,90,Jayanagar,Yes,No
North Indian,3.5,90,Jayanagar,Yes,No
Chinese,3.5,90,Jayanagar,Yes,No
Cafe,3.7,54,Basavanagudi,Yes,No
Beverages,3.7,54,Basavanagudi,Yes,No
Street Food,3.3,6,Basavanagudi,Yes,No
Fast Food,3.3,6,Basavanagudi,Yes,No
Continental,4.1,442,Jayanagar,Yes,Yes
Finger Food,4.1,442,Jayanagar,Yes,Yes
Seafood,4.1,442,Jayanagar,Yes,Yes
Pizza,4.1,442,Jayanagar,Yes,Yes
South Indian,3.3,5,Basavanagudi,Yes,No
North Indian,3.3,5,Basavanagudi,Yes,No
Chinese,3.3,5,Basavanagudi,Yes,No
Biryani,3.3,5,Basavanagudi,Yes,No
Mithai,3.7,22,Basavanagudi,Yes,No
Desserts,3.7,22,Basavanagudi,Yes,No
Beverages,3.6,21,Shanti Nagar,Yes,No
Fast Food,3.6,21,Shanti Nagar,Yes,No
Beverages,4.4,659,Jayanagar,Yes,No
Fast Food,4.4,659,Jayanagar,Yes,No
Tea,3.7,30,BTM,Yes,No
Cafe,4.2,261,Jayanagar,Yes,No
Continental,4.2,261,Jayanagar,Yes,No
Beverages,4.2,261,Jayanagar,Yes,No
Tea,3.2,6,Banashankari,Yes,No
Beverages,3.2,6,Banashankari,Yes,No
Andhra,4.1,176,Basavanagudi,Yes,No
North Indian,4.1,176,Basavanagudi,Yes,No
Chinese,4.1,176,Basavanagudi,Yes,No
Ice Cream,3.6,69,Basavanagudi,Yes,No
Desserts,3.6,69,Basavanagudi,Yes,No
Juices,3.8,61,Basavanagudi,Yes,No
Fast Food,3.8,75,Banashankari,Yes,No
Chinese,3.8,75,Banashankari,Yes,No
Cafe,4.5,1872,BTM,Yes,Yes
Continental,4.5,1872,BTM,Yes,Yes
Burger,4.5,1872,BTM,Yes,Yes
Mangalorean,3.7,25,Koramangala 5th Block,Yes,No
Seafood,3.7,25,Koramangala 5th Block,Yes,No
North Indian,3.7,25,Koramangala 5th Block,Yes,No
Chinese,3.7,25,Koramangala 5th Block,Yes,No
Beverages,4.1,30,Jayanagar,Yes,No
Tea,4.1,30,Jayanagar,Yes,No
Vietnamese,3.6,105,Banashankari,Yes,No
South Indian,3.8,74,Basavanagudi,Yes,No
North Indian,3.8,74,Basavanagudi,Yes,No
Chinese,3.8,74,Basavanagudi,Yes,No
South Indian,4.0,136,Jayanagar,Yes,No
Fast Food,4.0,136,Jayanagar,Yes,No
North Indian,3.7,71,Jayanagar,Yes,No
Chinese,3.7,71,Jayanagar,Yes,No
Biryani,3.7,71,Jayanagar,Yes,No
Desserts,3.9,178,JP Nagar,Yes,No
Fast Food,3.5,11,Jayanagar,Yes,No
Chinese,2.8,19,Jayanagar,Yes,No
Thai,2.8,19,Jayanagar,Yes,No
Momos,2.8,19,Jayanagar,Yes,No
Italian,3.9,233,Jayanagar,Yes,No
Pizza,3.9,233,Jayanagar,Yes,No
North Indian,3.9,233,Jayanagar,Yes,No
Salad,3.9,233,Jayanagar,Yes,No
Mughlai,3.5,155,Basavanagudi,Yes,No
Biryani,3.5,155,Basavanagudi,Yes,No
Cafe,4.2,49,Richmond Road,Yes,No
North Indian,3.1,4,Banashankari,Yes,No
North Indian,3.9,14,Jayanagar,Yes,No
South Indian,3.9,14,Jayanagar,Yes,No
South Indian,2.7,97,Basavanagudi,Yes,No
Fast Food,2.7,97,Basavanagudi,Yes,No
Street Food,2.7,97,Basavanagudi,Yes,No
Seafood,3.6,35,Jayanagar,Yes,No
Mangalorean,3.6,35,Jayanagar,Yes,No
Beverages,3.2,11,Basavanagudi,Yes,No
Fast Food,3.2,11,Basavanagudi,Yes,No
Chinese,3.8,144,Banashankari,Yes,No
Cafe,3.8,144,Banashankari,Yes,No
Italian,3.8,144,Banashankari,Yes,No
North Indian,2.8,137,BTM,Yes,No
Street Food,2.8,137,BTM,Yes,No
North Indian,4.1,970,Jayanagar,Yes,Yes
Continental,4.1,970,Jayanagar,Yes,Yes
Finger Food,4.1,970,Jayanagar,Yes,Yes
American,4.1,970,Jayanagar,Yes,Yes
Asian,4.1,970,Jayanagar,Yes,Yes
South Indian,4.0,17,Banashankari,Yes,No
North Indian,3.9,135,Banashankari,Yes,No
Chinese,3.9,135,Banashankari,Yes,No
Continental,3.9,135,Banashankari,Yes,No
South Indian,3.3,10,Basavanagudi,Yes,No
Desserts,3.8,18,Jayanagar,Yes,No
Ice Cream,3.8,18,Jayanagar,Yes,No
Chinese,3.4,9,Jayanagar,Yes,No
Rolls,3.4,9,Jayanagar,Yes,No
North Indian,3.4,9,Jayanagar,Yes,No
Cafe,3.7,514,Basavanagudi,Yes,No
Italian,3.7,514,Basavanagudi,Yes,No
Beverages,3.7,514,Basavanagudi,Yes,No
North Indian,3.9,914,JP Nagar,Yes,No
Chinese,3.9,914,JP Nagar,Yes,No
Pizza,3.9,914,JP Nagar,Yes,No
BBQ,3.9,914,JP Nagar,Yes,No
Fast Food,3.6,22,Basavanagudi,Yes,No
North Indian,2.9,177,Jayanagar,Yes,No
Chinese,2.9,177,Jayanagar,Yes,No
Biryani,2.9,177,Jayanagar,Yes,No
Andhra,2.9,177,Jayanagar,Yes,No
Mangalorean,2.9,177,Jayanagar,Yes,No
North Indian,3.9,157,Wilson Garden,Yes,No
Chinese,3.9,157,Wilson Garden,Yes,No
Mangalorean,3.3,10,Koramangala 5th Block,Yes,No
South Indian,3.3,10,Koramangala 5th Block,Yes,No
Fast Food,3.9,70,Banashankari,Yes,No
Desserts,3.9,70,Banashankari,Yes,No
Ice Cream,3.9,70,Banashankari,Yes,No
Cafe,3.9,247,Jayanagar,Yes,No
Continental,3.9,247,Jayanagar,Yes,No
Italian,3.9,247,Jayanagar,Yes,No
Burger,3.9,247,Jayanagar,Yes,No
Desserts,3.8,32,Jayanagar,Yes,No
Mithai,3.8,32,Jayanagar,Yes,No
Italian,3.6,62,Banashankari,Yes,No
Fast Food,3.6,62,Banashankari,Yes,No
Cafe,3.6,62,Banashankari,Yes,No
European,3.6,62,Banashankari,Yes,No
Bakery,4.0,35,Jayanagar,Yes,No
Fast Food,4.0,35,Jayanagar,Yes,No
Beverages,3.6,8,Jayanagar,Yes,No
Juices,3.5,10,Kumaraswamy Layout,Yes,No
Beverages,3.5,10,Kumaraswamy Layout,Yes,No
North Indian,3.0,57,Jayanagar,Yes,No
Fast Food,3.0,57,Jayanagar,Yes,No
Beverages,3.0,57,Jayanagar,Yes,No
Momos,3.0,57,Jayanagar,Yes,No
North Indian,3.5,13,Shanti Nagar,Yes,No
Cafe,3.1,13,Banashankari,Yes,No
Chinese,3.1,13,Banashankari,Yes,No
Continental,3.1,13,Banashankari,Yes,No
Italian,3.1,13,Banashankari,Yes,No
North Indian,3.1,39,Kumaraswamy Layout,Yes,No
Cafe,3.7,20,BTM,Yes,No
Fast Food,3.7,20,BTM,Yes,No
Beverages,3.7,20,BTM,Yes,No
Ice Cream,4.1,204,Jayanagar,Yes,No
Desserts,4.1,204,Jayanagar,Yes,No
North Indian,3.6,24,Banashankari,Yes,No
Chinese,3.6,24,Banashankari,Yes,No
Chinese,3.9,519,Banashankari,Yes,No
Momos,3.9,519,Banashankari,Yes,No
Thai,3.9,519,Banashankari,Yes,No
Vietnamese,3.9,519,Banashankari,Yes,No
Biryani,4.0,334,JP Nagar,Yes,No
Fast Food,4.0,334,JP Nagar,Yes,No
Seafood,3.4,13,Jayanagar,Yes,No
Biryani,3.4,13,Jayanagar,Yes,No
South Indian,3.4,13,Jayanagar,Yes,No
North Indian,3.4,13,Jayanagar,Yes,No
Chinese,3.4,13,Jayanagar,Yes,No
Kebab,3.4,13,Jayanagar,Yes,No
South Indian,3.5,23,Jayanagar,Yes,No
North Indian,3.5,23,Jayanagar,Yes,No
Beverages,3.6,19,Jayanagar,Yes,No
Fast Food,3.6,19,Jayanagar,Yes,No
Chinese,3.6,29,Jayanagar,Yes,No
Thai,3.6,29,Jayanagar,Yes,No
Pizza,4.1,119,JP Nagar,Yes,No
Salad,4.1,119,JP Nagar,Yes,No
Biryani,3.5,68,Basavanagudi,Yes,No
Cafe,4.1,130,Jayanagar,Yes,No
Italian,4.1,130,Jayanagar,Yes,No
Pizza,4.1,130,Jayanagar,Yes,No
Chinese,2.6,208,JP Nagar,Yes,No
South Indian,2.6,208,JP Nagar,Yes,No
North Indian,2.6,208,JP Nagar,Yes,No
Seafood,4.0,349,Banashankari,Yes,Yes
Biryani,4.0,349,Banashankari,Yes,Yes
Beverages,4.0,349,Banashankari,Yes,Yes
South Indian,4.0,349,Banashankari,Yes,Yes
North Indian,4.0,349,Banashankari,Yes,Yes
Kebab,4.0,349,Banashankari,Yes,Yes
North Indian,3.3,128,Banashankari,Yes,No
Chinese,3.3,128,Banashankari,Yes,No
Cafe,3.7,50,Shanti Nagar,Yes,No
Fast Food,3.7,50,Shanti Nagar,Yes,No
Pizza,3.7,50,Shanti Nagar,Yes,No
Burger,3.7,50,Shanti Nagar,Yes,No
North Indian,4.0,1778,Jayanagar,Yes,No
South Indian,4.0,1778,Jayanagar,Yes,No
Fast Food,4.0,1778,Jayanagar,Yes,No
Juices,4.0,1778,Jayanagar,Yes,No
Beverages,3.6,23,Basavanagudi,Yes,No
Desserts,3.6,23,Basavanagudi,Yes,No
North Indian,3.4,11,Basavanagudi,Yes,No
Seafood,3.4,11,Basavanagudi,Yes,No
Chinese,3.4,11,Basavanagudi,Yes,No
Fast Food,4.1,279,Basavanagudi,No,No
Street Food,4.1,279,Basavanagudi,No,No
North Indian,3.8,469,Basavanagudi,Yes,No
Chinese,3.8,469,Basavanagudi,Yes,No
Beverages,3.8,469,Basavanagudi,Yes,No
Beverages,3.4,6,Jayanagar,Yes,No
North Indian,3.1,6,Jayanagar,Yes,No
Chinese,3.1,6,Jayanagar,Yes,No
North Indian,3.5,12,BTM,Yes,No
South Indian,3.5,12,BTM,Yes,No
Chinese,3.5,12,BTM,Yes,No
South Indian,4.3,322,Jayanagar,Yes,No
Desserts,3.2,12,Jayanagar,Yes,No
Momos,3.2,12,Jayanagar,Yes,No
North Indian,3.4,7,HSR,Yes,No
Fast Food,3.4,7,HSR,Yes,No
Cafe,3.8,90,Banashankari,Yes,No
North Indian,3.2,20,JP Nagar,Yes,No
South Indian,3.2,20,JP Nagar,Yes,No
Chinese,3.2,20,JP Nagar,Yes,No
Biryani,3.2,20,JP Nagar,Yes,No
Mexican,3.2,20,JP Nagar,Yes,No
North Indian,3.6,81,Shanti Nagar,Yes,No
Chinese,3.6,81,Shanti Nagar,Yes,No
Desserts,4.0,43,Basavanagudi,Yes,No
Ice Cream,4.0,43,Basavanagudi,Yes,No
North Indian,3.9,214,BTM,Yes,No
Chinese,3.9,214,BTM,Yes,No
Fast Food,3.9,214,BTM,Yes,No
South Indian,4.3,316,Basavanagudi,Yes,No
Ice Cream,3.5,56,Jayanagar,Yes,No
Desserts,3.5,56,Jayanagar,Yes,No
Beverages,3.5,56,Jayanagar,Yes,No
Cafe,2.6,157,Jayanagar,Yes,No
American,2.6,157,Jayanagar,Yes,No
Pizza,2.6,157,Jayanagar,Yes,No
Cafe,3.8,75,Banashankari,Yes,No
South Indian,3.8,75,Banashankari,Yes,No
Beverages,3.6,17,Jayanagar,Yes,No
Juices,3.6,17,Jayanagar,Yes,No
Ice Cream,3.6,17,Jayanagar,Yes,No
Italian,4.1,553,Jayanagar,Yes,Yes
Mexican,4.1,553,Jayanagar,Yes,Yes
South Indian,3.2,4,Kumaraswamy Layout,Yes,No
Biryani,3.2,4,Kumaraswamy Layout,Yes,No
South Indian,2.8,80,Jayanagar,Yes,Yes
Arabian,2.8,80,Jayanagar,Yes,Yes
Chinese,2.8,80,Jayanagar,Yes,Yes
North Indian,2.8,80,Jayanagar,Yes,Yes
Seafood,2.8,80,Jayanagar,Yes,Yes
Mangalorean,2.8,80,Jayanagar,Yes,Yes
South Indian,3.9,126,Jayanagar,Yes,No
North Indian,3.9,126,Jayanagar,Yes,No
Chinese,3.9,126,Jayanagar,Yes,No
North Indian,4.1,1403,JP Nagar,Yes,Yes
Continental,4.1,1403,JP Nagar,Yes,Yes
North Indian,3.0,213,Banashankari,Yes,No
South Indian,3.0,213,Banashankari,Yes,No
Chinese,3.0,213,Banashankari,Yes,No
Biryani,3.0,213,Banashankari,Yes,No
Seafood,3.0,213,Banashankari,Yes,No
Biryani,3.6,45,Jayanagar,Yes,No
South Indian,3.8,14,Jayanagar,Yes,No
North Indian,3.8,14,Jayanagar,Yes,No
Chinese,3.8,14,Jayanagar,Yes,No
South Indian,3.4,11,Jayanagar,Yes,No
Street Food,3.4,11,Jayanagar,Yes,No
Juices,3.4,11,Jayanagar,Yes,No
Burger,3.2,4,JP Nagar,Yes,No
Fast Food,3.2,4,JP Nagar,Yes,No
Desserts,3.2,4,JP Nagar,Yes,No
Sandwich,3.2,4,JP Nagar,Yes,No
Maharashtrian,3.7,20,Jayanagar,Yes,No
Fast Food,3.7,20,Jayanagar,Yes,No
Street Food,3.7,20,Jayanagar,Yes,No
Sandwich,3.7,20,Jayanagar,Yes,No
Bakery,3.9,48,Basavanagudi,No,No
Desserts,3.9,48,Basavanagudi,No,No
South Indian,3.4,10,Banashankari,Yes,No
North Indian,2.8,102,Bannerghatta Road,Yes,No
Chinese,2.8,102,Bannerghatta Road,Yes,No
North Indian,3.7,178,BTM,Yes,No
Chinese,3.7,178,BTM,Yes,No
North Indian,3.8,527,Basavanagudi,Yes,No
Beverages,3.5,45,Banashankari,Yes,No
Ice Cream,3.5,45,Banashankari,Yes,No
Fast Food,3.5,45,Banashankari,Yes,No
Cafe,4.6,228,Jayanagar,Yes,No
Beverages,4.6,228,Jayanagar,Yes,No
Biryani,3.7,158,Jayanagar,Yes,No
Chinese,3.7,158,Jayanagar,Yes,No
North Indian,3.7,158,Jayanagar,Yes,No
South Indian,3.1,4,Basavanagudi,Yes,No
North Indian,3.1,4,Basavanagudi,Yes,No
Chinese,3.1,4,Basavanagudi,Yes,No
Cafe,4.0,308,Jayanagar,Yes,No
Continental,4.0,308,Jayanagar,Yes,No
Asian,4.0,308,Jayanagar,Yes,No
North Indian,3.8,148,Basavanagudi,No,No
Cafe,3.8,148,Basavanagudi,No,No
Chinese,3.8,148,Basavanagudi,No,No
Fast Food,3.8,148,Basavanagudi,No,No
Biryani,3.9,388,Banashankari,Yes,No
North Indian,3.9,388,Banashankari,Yes,No
Seafood,3.9,388,Banashankari,Yes,No
Andhra,3.9,388,Banashankari,Yes,No
North Indian,3.8,70,Jayanagar,Yes,No
Street Food,3.8,70,Jayanagar,Yes,No
South Indian,3.8,42,Banashankari,Yes,No
North Indian,3.8,42,Banashankari,Yes,No
Chinese,3.8,42,Banashankari,Yes,No
North Indian,3.9,144,Jayanagar,Yes,No
Chinese,3.9,144,Jayanagar,Yes,No
Rolls,3.9,144,Jayanagar,Yes,No
Ice Cream,3.6,34,JP Nagar,Yes,No
Desserts,3.6,34,JP Nagar,Yes,No
South Indian,3.6,95,Banashankari,Yes,No
Street Food,3.6,95,Banashankari,Yes,No
Desserts,3.7,42,Jayanagar,Yes,No
Ice Cream,3.7,42,Jayanagar,Yes,No
Cafe,4.0,507,JP Nagar,Yes,No
Italian,4.0,507,JP Nagar,Yes,No
Chinese,4.0,507,JP Nagar,Yes,No
Beverages,4.0,507,JP Nagar,Yes,No
Chinese,3.7,133,Jayanagar,Yes,No
Thai,3.7,133,Jayanagar,Yes,No
Continental,3.7,133,Jayanagar,Yes,No
North Indian,3.7,133,Jayanagar,Yes,No
North Indian,3.9,886,JP Nagar,Yes,Yes
Mangalorean,3.6,129,Banashankari,Yes,No
Seafood,3.6,129,Banashankari,Yes,No
North Indian,3.6,129,Banashankari,Yes,No
Continental,3.8,74,Wilson Garden,Yes,No
Chinese,3.8,74,Wilson Garden,Yes,No
North Indian,3.8,74,Wilson Garden,Yes,No
South Indian,3.8,74,Wilson Garden,Yes,No
Cafe,4.1,216,Basavanagudi,Yes,No
Continental,4.1,216,Basavanagudi,Yes,No
Beverages,4.1,216,Basavanagudi,Yes,No
Desserts,4.1,216,Basavanagudi,Yes,No
South Indian,3.6,11,Basavanagudi,Yes,No
Desserts,3.6,24,Banashankari,Yes,No
Fast Food,3.6,24,Banashankari,Yes,No
Continental,3.6,24,Banashankari,Yes,No
Beverages,4.4,181,Jayanagar,Yes,No
Tea,4.4,181,Jayanagar,Yes,No
North Indian,3.4,24,BTM,Yes,No
Chinese,3.4,24,BTM,Yes,No
North Indian,3.9,888,Banashankari,Yes,No
South Indian,3.9,888,Banashankari,Yes,No
Chinese,3.9,888,Banashankari,Yes,No
Fast Food,3.9,888,Banashankari,Yes,No
Juices,3.9,888,Banashankari,Yes,No
Mithai,3.9,84,Jayanagar,Yes,No
Street Food,3.9,84,Jayanagar,Yes,No
Fast Food,3.5,15,BTM,Yes,No
Beverages,3.5,15,BTM,Yes,No
North Indian,3.8,160,Banashankari,Yes,No
Chinese,3.8,160,Banashankari,Yes,No
Cafe,4.2,1901,Jayanagar,Yes,Yes
Continental,4.2,1901,Jayanagar,Yes,Yes
Sandwich,4.2,1901,Jayanagar,Yes,Yes
Beverages,4.2,1901,Jayanagar,Yes,Yes
South Indian,3.7,21,Mysore Road,Yes,No
Fast Food,3.4,8,Basavanagudi,Yes,No
Street Food,3.4,8,Basavanagudi,Yes,No
Street Food,3.9,314,Jayanagar,Yes,No
Maharashtrian,3.9,314,Jayanagar,Yes,No
South Indian,3.6,143,Jayanagar,Yes,No
Biryani,3.6,143,Jayanagar,Yes,No
Chinese,3.6,143,Jayanagar,Yes,No
North Indian,3.6,143,Jayanagar,Yes,No
South Indian,2.8,5,City Market,Yes,No
Chinese,2.8,5,City Market,Yes,No
Continental,2.8,5,City Market,Yes,No
Biryani,2.8,5,City Market,Yes,No
North Indian,3.8,286,Basavanagudi,Yes,No
Chinese,4.1,739,JP Nagar,Yes,No
North Indian,4.1,739,JP Nagar,Yes,No
South Indian,3.5,4,Basavanagudi,No,No
Fast Food,2.5,35,Basavanagudi,Yes,No
Biryani,3.8,101,Banashankari,Yes,No
Fast Food,3.8,101,Banashankari,Yes,No
Cafe,4.2,237,JP Nagar,Yes,Yes
Asian,4.2,237,JP Nagar,Yes,Yes
Burger,4.2,237,JP Nagar,Yes,Yes
Continental,4.2,237,JP Nagar,Yes,Yes
Italian,4.2,237,JP Nagar,Yes,Yes
Salad,4.2,237,JP Nagar,Yes,Yes
North Indian,4.1,1875,Jayanagar,Yes,Yes
Mughlai,4.1,1875,Jayanagar,Yes,Yes
Cafe,3.7,49,BTM,Yes,Yes
Beverages,3.7,49,BTM,Yes,Yes
Biryani,3.8,361,Jayanagar,Yes,Yes
North Indian,3.8,361,Jayanagar,Yes,Yes
Chinese,3.8,361,Jayanagar,Yes,Yes
Rajasthani,3.8,361,Jayanagar,Yes,Yes
North Indian,3.9,36,Wilson Garden,Yes,No
Chinese,4.3,548,Shanti Nagar,Yes,Yes
North Indian,4.3,548,Shanti Nagar,Yes,Yes
Biryani,4.3,548,Shanti Nagar,Yes,Yes
Kebab,4.3,548,Shanti Nagar,Yes,Yes
Chinese,4.1,787,Banashankari,Yes,No
North Indian,4.1,787,Banashankari,Yes,No
Thai,4.1,787,Banashankari,Yes,No
North Indian,4.1,428,Basavanagudi,No,No
Street Food,4.1,428,Basavanagudi,No,No
South Indian,3.9,101,Basavanagudi,Yes,No
North Indian,4.2,150,Jayanagar,Yes,No
North Indian,4.2,2353,JP Nagar,Yes,No
North Indian,2.5,247,Banashankari,Yes,No
North Indian,3.7,217,Basavanagudi,No,No
Chinese,3.7,217,Basavanagudi,No,No
South Indian,3.7,217,Basavanagudi,No,No
Fast Food,3.7,217,Basavanagudi,No,No
Juices,3.7,217,Basavanagudi,No,No
Chinese,4.3,881,Jayanagar,Yes,Yes
Momos,4.3,881,Jayanagar,Yes,Yes
South Indian,4.0,232,Jayanagar,Yes,No
Chinese,4.0,232,Jayanagar,Yes,No
Tibetan,3.2,10,BTM,Yes,No
Momos,3.2,10,BTM,Yes,No
Chinese,4.0,116,JP Nagar,Yes,No
Thai,4.0,116,JP Nagar,Yes,No
South Indian,2.6,72,Basavanagudi,Yes,No
North Indian,2.6,72,Basavanagudi,Yes,No
Chinese,2.6,72,Basavanagudi,Yes,No
South Indian,3.9,206,Basavanagudi,No,No
Mangalorean,3.9,206,Basavanagudi,No,No
South Indian,4.1,90,Jayanagar,Yes,No
Cafe,3.4,58,Basavanagudi,Yes,No
Fast Food,3.4,58,Basavanagudi,Yes,No
Fast Food,3.8,148,Basavanagudi,No,No
Street Food,3.8,148,Basavanagudi,No,No
Chinese,3.9,221,Jayanagar,Yes,No
North Indian,4.1,775,Banashankari,Yes,Yes
Mughlai,4.1,775,Banashankari,Yes,Yes
Chinese,4.1,775,Banashankari,Yes,Yes
North Indian,3.5,431,Jayanagar,Yes,Yes
North Indian,3.8,584,Jayanagar,Yes,Yes
Mughlai,3.8,584,Jayanagar,Yes,Yes
Biryani,3.8,584,Jayanagar,Yes,Yes
Biryani,3.5,12,Basavanagudi,No,No
North Indian,3.5,12,Basavanagudi,No,No
Asian,3.6,29,Basavanagudi,No,No
Continental,3.6,29,Basavanagudi,No,No
Burger,3.3,5,Basavanagudi,No,No
Fast Food,3.3,5,Basavanagudi,No,No
Italian,3.3,5,Basavanagudi,No,No
Bakery,3.2,4,Basavanagudi,No,No
Bakery,3.5,15,Basavanagudi,No,No
Pizza,3.2,4,Basavanagudi,No,No
North Indian,3.1,223,BTM,Yes,No
Chinese,3.1,223,BTM,Yes,No
South Indian,3.9,18,Basavanagudi,Yes,No
Healthy Food,3.9,18,Basavanagudi,Yes,No
Andhra,3.6,46,Basavanagudi,No,No
South Indian,3.6,46,Basavanagudi,No,No
Biryani,3.6,46,Basavanagudi,No,No
North Indian,3.6,46,Basavanagudi,No,No
North Indian,4.0,232,Basavanagudi,Yes,No
Chinese,4.0,232,Basavanagudi,Yes,No
North Indian,3.2,4,Basavanagudi,No,No
Mughlai,3.2,4,Basavanagudi,No,No
Chinese,3.2,4,JP Nagar,Yes,No
Tibetan,3.2,4,JP Nagar,Yes,No
Fast Food,3.2,4,JP Nagar,Yes,No
Street Food,4.1,449,Basavanagudi,Yes,No
Bakery,3.3,41,Basavanagudi,Yes,No
Desserts,3.3,41,Basavanagudi,Yes,No
Mangalorean,3.9,200,JP Nagar,Yes,No
North Indian,3.9,200,JP Nagar,Yes,No
Chinese,3.9,200,JP Nagar,Yes,No
Seafood,3.9,200,JP Nagar,Yes,No
Cafe,3.8,30,Jayanagar,Yes,No
Beverages,3.3,4,BTM,Yes,No
North Indian,4.0,866,Jayanagar,Yes,Yes
Continental,4.0,866,Jayanagar,Yes,Yes
Andhra,3.8,412,Jayanagar,Yes,No
Seafood,3.8,412,Jayanagar,Yes,No
North Indian,3.8,412,Jayanagar,Yes,No
Chinese,3.8,412,Jayanagar,Yes,No
North Indian,3.7,117,JP Nagar,Yes,No
North Indian,3.6,36,Basavanagudi,No,No
Chinese,3.6,36,Basavanagudi,No,No
North Indian,4.1,2339,Jayanagar,Yes,Yes
Chinese,4.1,2339,Jayanagar,Yes,Yes
BBQ,4.1,2339,Jayanagar,Yes,Yes
South Indian,4.1,353,Richmond Road,Yes,Yes
Andhra,4.1,353,Richmond Road,Yes,Yes
Chinese,4.1,353,Richmond Road,Yes,Yes
North Indian,3.2,96,Kumaraswamy Layout,Yes,No
South Indian,3.9,543,Basavanagudi,Yes,No
Fast Food,3.9,543,Basavanagudi,Yes,No
North Indian,4.0,633,Banashankari,Yes,Yes
Chinese,4.0,633,Banashankari,Yes,Yes
North Indian,4.2,815,Jayanagar,Yes,Yes
Chinese,4.2,815,Jayanagar,Yes,Yes
North Indian,3.7,59,Banashankari,Yes,No
Street Food,3.7,59,Banashankari,Yes,No
North Indian,4.2,2022,Jayanagar,Yes,Yes
South Indian,4.2,2022,Jayanagar,Yes,Yes
North Indian,3.6,21,Wilson Garden,Yes,No
Seafood,4.1,179,Shanti Nagar,Yes,No
Mangalorean,4.1,179,Shanti Nagar,Yes,No
South Indian,4.1,179,Shanti Nagar,Yes,No
North Indian,3.7,67,Kumaraswamy Layout,Yes,No
Mangalorean,3.9,142,Jayanagar,Yes,Yes
Seafood,3.9,142,Jayanagar,Yes,Yes
South Indian,3.9,142,Jayanagar,Yes,Yes
North Indian,4.2,185,BTM,Yes,No
Chinese,4.2,185,BTM,Yes,No
Biryani,4.2,185,BTM,Yes,No
North Indian,3.5,8,JP Nagar,Yes,No
South Indian,3.5,8,JP Nagar,Yes,No
Chinese,3.5,8,JP Nagar,Yes,No
North Indian,4.4,1224,Jayanagar,Yes,Yes
Italian,4.4,1224,Jayanagar,Yes,Yes
South Indian,3.6,15,Basavanagudi,Yes,No
South Indian,4.3,275,Basavanagudi,Yes,No
Fast Food,3.1,9,Basavanagudi,No,No
North Indian,3.2,119,Banashankari,Yes,No
Chinese,3.2,119,Banashankari,Yes,No
Biryani,3.8,280,Jayanagar,Yes,No
North Indian,3.8,280,Jayanagar,Yes,No
Andhra,3.8,280,Jayanagar,Yes,No
Mangalorean,3.8,122,Jayanagar,Yes,No
Seafood,3.8,122,Jayanagar,Yes,No
North Indian,3.8,560,JP Nagar,Yes,Yes
Chinese,2.9,62,Jayanagar,Yes,No
Fast Food,2.9,62,Jayanagar,Yes,No
Cafe,2.9,62,Jayanagar,Yes,No
Italian,3.9,33,JP Nagar,Yes,No
Continental,3.9,33,JP Nagar,Yes,No
North Indian,3.7,151,Jayanagar,No,Yes
North Indian,4.1,139,Jayanagar,Yes,No
Chinese,4.1,139,Jayanagar,Yes,No
South Indian,4.1,139,Jayanagar,Yes,No
Ice Cream,3.5,35,Jayanagar,Yes,No
Cafe,4.0,219,Basavanagudi,Yes,No
Italian,4.0,219,Basavanagudi,Yes,No
North Indian,4.1,2303,Jayanagar,No,Yes
Chinese,4.1,2303,Jayanagar,No,Yes
North Indian,4.0,104,City Market,No,No
Chinese,4.0,104,City Market,No,No
North Indian,3.5,334,Jayanagar,No,No
North Indian,3.8,36,Banashankari,No,No
Continental,3.8,36,Banashankari,No,No
Italian,3.8,36,Banashankari,No,No
North Indian,3.8,176,Jayanagar,No,Yes
South Indian,3.5,52,Banashankari,No,No
South Indian,3.5,10,Banashankari,No,No
Biryani,3.5,10,Banashankari,No,No
Chinese,2.7,128,Banashankari,No,No
Thai,2.7,128,Banashankari,No,No
Fast Food,3.1,6,Banashankari,No,No
South Indian,3.1,6,Banashankari,No,No
Sandwich,3.8,25,Basavanagudi,Yes,No
Fast Food,3.8,25,Basavanagudi,Yes,No
Rolls,3.8,25,Basavanagudi,Yes,No
Chinese,3.6,17,Basavanagudi,Yes,No
Fast Food,3.6,17,Basavanagudi,Yes,No
North Indian,3.6,16,Koramangala 7th Block,Yes,No
